name,address,score,reviews count,province,category,price,discount,services,description images,latitude,longitude
Là Nhà Homestay Huế,"4b Kim Long, Huế, Thừa Thiên Huế, Việt Nam","4,6",68,Thừa Thiên Huế,Khách sạn,366.524 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMHLMTtRjCcQYoBooUIkZ1qdWVYtz2ZxCqLFow1, https://lh5.googleusercontent.com/p/AF1QipObdMHC93dWETEKPzv7vPdjg6Oa-RmaFU9gjEaD, https://lh5.googleusercontent.com/p/AF1QipM3_nYIkeYCjJoxFJXRJGNyXgt8ii1YL_kq0B_c, https://lh5.googleusercontent.com/p/AF1QipNmury4vxaKVuOEB4eaPOorFwA5iMVLuihoOkRz, ",16.46057,107.56883
Hue Ecolodge,"02 Lương Quán, Thủy Biều, Huế, Thừa Thiên Huế, Việt Nam","4,2",411,Thừa Thiên Huế,Khách sạn 3 sao,527.000 ₫,Ít hơn 51% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMbUS_UCr-5gBBxK5BahUFlw7DeWHHPZBoEd0my, https://lh5.googleusercontent.com/p/AF1QipMinUC3atyFbBiRBBa7dvia_RAbR0iulwJKYQPK, https://lh5.googleusercontent.com/p/AF1QipO-f_Bosovp9YYZbvoEbWJdlvE292IxNQLeXXoK, https://lh5.googleusercontent.com/p/AF1QipOndg1IaXlMaTdmTqXmutOdaQE4vn2nNGbCUvmW, ",16.43856,107.53524
Khách Sạn Đức Lộc,"147 Nguyễn Sinh Cung, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,6",304,Thừa Thiên Huế,Khách sạn,222.355 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, ","https://lh5.googleusercontent.com/p/AF1QipPdhxbbtJg6e7t1g27hu7w6C4sSrPYYSW3JC5YS, https://lh5.googleusercontent.com/p/AF1QipOOA45SfdkFBd0HlsTTULsEDwpf383c8Xk2mf_p, https://lh5.googleusercontent.com/p/AF1QipOfbagqtCNbqHTV_xs2tRDpEhwfMjLmVoYbIIkL, https://lh5.googleusercontent.com/p/AF1QipPQ338z5SflfjOTdxwywINyGQcFpSu0HWG3412i, ",16.48140,107.59595
Perfume Homestay - 66 Đào Tấn Huế,"66 Đào Tấn, Phước Vĩnh, Huế, Thừa Thiên Huế 49000, Việt Nam","5,0",31,Thừa Thiên Huế,Khách sạn,297.616 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipPWY9mprGwC6xj3zhBWxUtYEZAee_OhXwXgJEAp, https://lh5.googleusercontent.com/p/AF1QipOZz3JQEDvVqHmNvfHOw-1nygpRLpGlz_CJ8HOx, https://lh5.googleusercontent.com/p/AF1QipO2j-Ypj6hOg_BaqfZ9XRR4hq9bgJ2ja9iUloeC, https://lh5.googleusercontent.com/p/AF1QipMeuqGeQml_6imZiz04PiF-FG6wEBqwrhKhrvRE, ",16.44581,107.58759
Nhà nghỉ Cảnh Dương,"Thôn, Cảnh Dương, Phú Lộc, Thừa Thiên Huế, Việt Nam","4,7",155,Thừa Thiên Huế,Khách sạn,202.580 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNB5--wl4jto3e7MtoVtsT8QipyACA4kNUhjuHB, https://lh5.googleusercontent.com/p/AF1QipMyJV9IvCgUJhUXoVZ1ikA_RBCMCanZxr5BjeW2, https://lh5.googleusercontent.com/p/AF1QipOtWunE2EiR78aRggMGHGNNpZhohrsUKAG8FTqo, https://lh5.googleusercontent.com/p/AF1QipP5iEyr9zAQJ_s6Wfwpv_yBxXDlJ7s8flL2ymC-, ",16.31492,107.98045
Boutique Huế K L Y,"15 B Phạm Ngũ Lão, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","3,9",8,Thừa Thiên Huế,Khách sạn,451.269 ₫,Ít hơn 69% so với bình thường,,"https://lh5.googleusercontent.com/p/AF1QipPOOr2-_s5LtxidWdb3TwI87H8jN6W_37Oj-IfM, https://lh5.googleusercontent.com/p/AF1QipO5-LUw_Qr3uXN4M3b4LAgpIbJcj-7OYx0unWKX, https://lh5.googleusercontent.com/p/AF1QipPOOr2-_s5LtxidWdb3TwI87H8jN6W_37Oj-IfM, https://lh5.googleusercontent.com/p/AF1QipO5-LUw_Qr3uXN4M3b4LAgpIbJcj-7OYx0unWKX, ",16.46926,107.59471
Kly Boutique Hotel,"15A Phạm Ngũ Lão, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","4,0",31,Thừa Thiên Huế,Khách sạn,289.954 ₫,Ít hơn 36% so với bình thường,,"https://lh5.googleusercontent.com/p/AF1QipMlmVvfGQuXKRmDMNWGlgesOhV_cDVSZuNR09ZR, https://lh5.googleusercontent.com/p/AF1QipN8WrOOI0WO0cslF1wT9kTfw9hHybpfTwv0KvUc, https://lh5.googleusercontent.com/p/AF1QipPnnL-LGe-vPdEGxAKI2AovpwzslfOO5il-wdC6, https://lh5.googleusercontent.com/p/AF1QipOCQktgGuDZbYB65-m4cF9gSTPPjOhXMmc2O2nN, ",16.46926,107.59471
Nai Homestay Huế,"174 Phan Chu Trinh, Phước Vĩnh, Huế, Thừa Thiên Huế 530000, Việt Nam","5,0",37,Thừa Thiên Huế,Khách sạn,384.000 ₫,Ít hơn 24% so với bình thường,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPSshxG8mlDVZsPHJKMwuChjW7c3nbbN_NH8TMZ, https://lh5.googleusercontent.com/p/AF1QipNmlsdtL3KkqomPmfVxqhXpFloqDOw7MGlcHJME, https://lh5.googleusercontent.com/p/AF1QipPHyjCWjSYcm-2ylcIrS8mR5qtbSyS0qT3lm-8, https://lh5.googleusercontent.com/p/AF1QipM7p6kTRhYwHDLU-Wbyf2GJiCM8f-AoWNgHtbJt, ",16.45591,107.58860
Boutique Huế K L Y,"15 B Phạm Ngũ Lão, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","3,9",8,Thừa Thiên Huế,Khách sạn,451.269 ₫,Ít hơn 69% so với bình thường,,"https://lh5.googleusercontent.com/p/AF1QipPOOr2-_s5LtxidWdb3TwI87H8jN6W_37Oj-IfM, https://lh5.googleusercontent.com/p/AF1QipO5-LUw_Qr3uXN4M3b4LAgpIbJcj-7OYx0unWKX, https://lh5.googleusercontent.com/p/AF1QipPOOr2-_s5LtxidWdb3TwI87H8jN6W_37Oj-IfM, https://lh5.googleusercontent.com/p/AF1QipO5-LUw_Qr3uXN4M3b4LAgpIbJcj-7OYx0unWKX, ",16.46926,107.59471
Hue Ecolodge,"02 Lương Quán, Thủy Biều, Huế, Thừa Thiên Huế, Việt Nam","4,2",411,Thừa Thiên Huế,Khách sạn 3 sao,527.000 ₫,Ít hơn 51% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMbUS_UCr-5gBBxK5BahUFlw7DeWHHPZBoEd0my, https://lh5.googleusercontent.com/p/AF1QipMinUC3atyFbBiRBBa7dvia_RAbR0iulwJKYQPK, https://lh5.googleusercontent.com/p/AF1QipO-f_Bosovp9YYZbvoEbWJdlvE292IxNQLeXXoK, https://lh5.googleusercontent.com/p/AF1QipOndg1IaXlMaTdmTqXmutOdaQE4vn2nNGbCUvmW, ",16.43856,107.53524
Khách sạn Hồng Thăng,"1A Phan Văn Trường, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","3,3",125,Thừa Thiên Huế,Khách sạn 2 sao,244.481 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Chấp nhận vật nuôi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNzUQK_4sIUMuf-BVfDCPyJPjjUUDFu32QyswsR, https://lh5.googleusercontent.com/p/AF1QipNpXmAqHkpspiuL4PKWoQ0U2nsRhIs7lIX57WBH, https://lh5.googleusercontent.com/p/AF1QipO6zFMwH7iK2HzMdveKtkfF3pJlqsu1IRrHBVdh, https://lh5.googleusercontent.com/p/AF1QipN1R6KiKB6xgYPLqH7S2sBdNTA7SYmwbW3VW5pI, ",16.47340,107.60033
Trầm Homestay,"30 Đ. Mai Khắc Đôn, Kim Long, Huế, Thừa Thiên Huế 70000, Việt Nam","4,6",148,Thừa Thiên Huế,Khách sạn,153.652 ₫,Ít hơn 17% so với bình thường,"Wi-Fi miễn phí, Đỗ xe miễn phí, Dịch vụ giặt ủi, ","https://lh5.googleusercontent.com/p/AF1QipNbMU4z4VAsOOf6hRvkLot3YfhnhpjDKFpFb7Ri, https://lh5.googleusercontent.com/p/AF1QipM801MBeB6H2lxyN3kPUNnMBqr09fhMlMs1j-ma, https://lh5.googleusercontent.com/p/AF1QipPX7kCFpAMsIamUEstdOXrGWMWHJQJTcsqzqav4, https://lh5.googleusercontent.com/p/AF1QipP5BiFzwyQKxG1mAm7Djtz1QCR3PvfRRi8ncDRF, ",16.46797,107.56090
Shine Homestay - Homestay ở Huế,"6/27 Nguyễn Sinh Cung, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","2,8",76,Thừa Thiên Huế,Khách sạn,212.895 ₫,Không có giảm giá,"Wi-Fi miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Chấp nhận vật nuôi, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNdQ8mq78oHXWXqqNydf5i1L59t3b12ecFMhatB, https://lh5.googleusercontent.com/p/AF1QipMJc1LMA0wecl5yUtemy-FOqoK7L92xkCjz2-96, https://lh5.googleusercontent.com/p/AF1QipPROTW0d7fWvYDrd8FGUpDCajVqtkSXRslyQYsR, https://lh5.googleusercontent.com/p/AF1QipMe_1wEj9pahf2Ghp_A0cd3IjMMtDwSpg1Kcp6s, ",16.47552,107.59489
Khách sạn AD41 Huế,"38 Trần Cao Vân, Phú Hội, Huế, Thừa Thiên Huế 520000, Việt Nam","4,2",214,Thừa Thiên Huế,Khách sạn,461.500 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Chấp nhận vật nuôi, Dịch vụ phòng, Nhà hàng, Xe đưa đón ra sân bay, Trung tâm thể dục, Sân gôn, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMimrO-X6NX3EX5YhOzPkXDmextO6NHb3oJI_kJ, https://lh5.googleusercontent.com/p/AF1QipOBEKo6JO9m0I0IFc7iyEzAFC-MZBAb1aO8BMB6, https://lh5.googleusercontent.com/p/AF1QipPBdZ2ft39jEEJf8IcG8KzNi1gIp9DsOV-K-c4-, https://lh5.googleusercontent.com/p/AF1QipNunbD2Ffib_8sRebAZh51rYQYLMdWFBwQXku5p, ",16.46616,107.59277
Hue House Stay,"Số 18, Đường số 12, khu ĐTM An Cựu, Tp. Huế, Thừa Thiên Huế 530000, Việt Nam","4,9",17,Thừa Thiên Huế,Khách sạn,300.000 ₫,Ít hơn 16% so với bình thường,,"https://lh5.googleusercontent.com/p/AF1QipNuzOvROz2KRJe5DZczQF6sYLEaxHew7OFDGmDE, https://lh5.googleusercontent.com/p/AF1QipMFgXYoAsKQ0uQorNXGZsaJ12jL3EgfOQRxnZoM, https://lh5.googleusercontent.com/p/AF1QipM-IzR7aPhX-f6ad70ayNqyLaCykjOcB598rykn, https://lh5.googleusercontent.com/p/AF1QipN-M-7dLH2dmwLo2E26vO4rWycI2F6MsvybSou_, ",16.45483,107.61209
Trường Tiền Hotel,"59 Bến Nghé, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,6",63,Thừa Thiên Huế,Khách sạn,499.013 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Dịch vụ giặt ủi, Bếp ở một số phòng, ","https://lh5.googleusercontent.com/p/AF1QipNp9ypKOXpX80JocMK-ItxEBvTqdfe09OLAt2aE, https://lh5.googleusercontent.com/p/AF1QipOEofIVGum99YmtpfTYHihdc39VMWXBqJqN2iBH, https://lh5.googleusercontent.com/p/AF1QipPrVT-bb45dDPjmx_DpewVn2IvXZcIwLdpXVf5E, https://lh5.googleusercontent.com/p/AF1QipM0HtkDlU1FCGZLBk0h-f57RaYEg7dZzTEWWK8b, ",16.46524,107.59479
Golden Inn Hotel,"6 Trần Anh Liên, An Đông, Huế, Thừa Thiên Huế 52000, Việt Nam","4,7",47,Thừa Thiên Huế,Khách sạn,370.139 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipMxjUWvWNi0_nrQEvXOyK0P6NEdEoc3x2xUemme, https://lh5.googleusercontent.com/p/AF1QipOjkvHQvDUPigg1wGf0fELzVSXg8Fs47TOXfkPY, https://lh5.googleusercontent.com/p/AF1QipPrcHQTNwWh1ROvJoJmoKGbXe1nvWAf_TnUpfF_, https://lh5.googleusercontent.com/p/AF1QipNfneLTnFJ5NDl_AqxRwoo9tG8E_0QfGn2RbX2o, ",16.46180,107.60403
Gardenia Hue Hotel,"91 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,3",150,Thừa Thiên Huế,Khách sạn 3 sao,474.739 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPhMt5uszku8jg0ZIfeFQyv2sJH7Mm8xyS4ibk0, https://lh5.googleusercontent.com/p/AF1QipND_94rR4Rf9NdkAVD1pP3mW4VDqkzKIJ5DK6ax, https://lh5.googleusercontent.com/p/AF1QipOUO55CuzNTUKtph7MUzMNvdxae4ingx1ww8QeX, https://lh5.googleusercontent.com/p/AF1QipMkAYyN_8GYkxebzoWL3ykRMOUnbR4XSb6FDyqm, ",16.47148,107.59629
Hue House,"Nhà S9, Đ. Số 16, An Đông, Huế, Thừa Thiên Huế 49000, Việt Nam","5,0",20,Thừa Thiên Huế,Khách sạn,300.000 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipPbEKG60-HEHR7uZKX615twT8-yPlTTBa_67fTs, https://lh5.googleusercontent.com/p/AF1QipNdoUcW_WBnOmt7uPlpai5CPP8gxt7D8-b_IXOl, https://lh5.googleusercontent.com/p/AF1QipPbEKG60-HEHR7uZKX615twT8-yPlTTBa_67fTs, https://lh5.googleusercontent.com/p/AF1QipMqbOpGAZkbMP2Rgv1CUAta79hO4stR4olgzCDa, ",16.45421,107.61126
Amigo Hue Hotel,"66/3 Lê Lợi, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,4",39,Thừa Thiên Huế,Khách sạn,223.399 ₫,Ít hơn 24% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipP3jocjY1E45HH4aUoCWa1M20t7Q4OKJuVQfyfD, https://lh5.googleusercontent.com/p/AF1QipPDDp04JSBL4cD_Hd5V3w5xt2ebMkia0eUiD1wU, https://lh5.googleusercontent.com/p/AF1QipNwZIk7dxQh2BdTI0U2tYMWjzqYretHIGvXwAIU, https://lh5.googleusercontent.com/p/AF1QipP4eAtnQcr2ecJO7L08hSyF35RXL38_jQKnuZ_U, ",16.47029,107.59437
Khách Sạn Thân Thiện,"10 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,2",231,Thừa Thiên Huế,Khách sạn 2 sao,404.800 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPElkD_FICeiiRecKawfN8IxD7F5VBqbPgdenY4, https://lh5.googleusercontent.com/p/AF1QipOgAVX7PmvBzaM5I0hW3UyX7oCfnrJH4NVClLmG, https://lh5.googleusercontent.com/p/AF1QipNzXYM7xSfBtEWTpzueX5O8U1wB92cHp_lLlHFs, https://lh5.googleusercontent.com/p/AF1QipNRvicUfTgADfYfTdU5i64izcnRM1d33xuFtNr9, ",16.47194,107.59537
Tò Vò Hostel - Huế,"31A Trần Quang Khải, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,9",1.017,Thừa Thiên Huế,Khách sạn 2 sao,502.875 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng, Đỗ xe mất phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipPXQ-V2RQzvIG1XLixbut63uNJFfeK3IF-upm6m, https://lh5.googleusercontent.com/p/AF1QipO75z7nx-3BLo41VzNH8wLCYbytpp6f1GkZWFo, https://lh5.googleusercontent.com/p/AF1QipPTscqIdmUoBeCm4gn8HcVxxhy8vOxl-g-zMSh3, https://lh5.googleusercontent.com/p/AF1QipNnq_orol6IZxWbUP6bo2lpwSzkJPkK4PQFShSi, ",16.46477,107.59550
Jade Scene Hotel,"30 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","4,8",330,Thừa Thiên Huế,Khách sạn,833.287 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Chấp nhận vật nuôi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Spa, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipOCJAtBvn0yutjbi_FMZlZrZsyZNOJcmPZ38TwY, https://lh5.googleusercontent.com/p/AF1QipNJKiJ1qsmKFKz8gmW-PPNXHGu7GtmJVg--oUGL, https://lh5.googleusercontent.com/p/AF1QipNrFS41IkaUUzo5Lv_o_n_rFdaex-ft940aKvsH, https://lh5.googleusercontent.com/p/AF1QipPV3BKw_PDKo4RSoVwLxFlU05aQs-9Q0hkZiLxe, ",16.46965,107.59697
Huế Thơ Homestay,"29 Đ. Ông Ích Khiêm, Thuận Hoà, Huế, Thừa Thiên Huế 49121, Việt Nam","4,7",51,Thừa Thiên Huế,Khách sạn,265.000 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipOujhdzPdAC5BxEsndTvNli7-seDGbKXd9Y_w_-, https://lh5.googleusercontent.com/p/AF1QipP_-yPLelSZNnf5nUfwtrIykwmTgB0QcP7fF5BL, https://lh5.googleusercontent.com/p/AF1QipNB7R00TWct_SOnlYDBaoo-U80lgsoW77L-8_RS, https://lh5.googleusercontent.com/p/AF1QipOa25dve0x8wF5PLeAGj7UJ0UwPU9mp1o-kIra6, ",16.46320,107.57281
Khách sạn Lạc Hồng,"38/48 Ngô Quyền, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,1",18,Thừa Thiên Huế,Khách sạn,269.698 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipM3HWUVYC7eKhaJJAyKY6oIM48cCxwzXT86Uq4G, https://lh5.googleusercontent.com/p/AF1QipMCG-ya5jOrsvXVUw3yblyciSSdOEGhmISAadcq, https://lh5.googleusercontent.com/p/AF1QipOMY-bfkteHStRD0hJRBcnC7tZNHp0XV4Kfyewh, ",16.46067,107.58805
Mickey Homestay Hue,"17/1 Nguyễn Thái Học, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,0",33,Thừa Thiên Huế,Khách sạn,230.048 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipM4NnnqUz_Y2-NKWZsJirjWPQ_FylTKpCaZc3Q, https://lh5.googleusercontent.com/p/AF1QipMzxx2EDPy6q6E_lAj9-iYQv5so0_Pj4hLygWk, https://lh5.googleusercontent.com/p/AF1QipN5mR8z4AHMnbClOWJ6zk1pklzruuLbFBg7nOlv, https://lh5.googleusercontent.com/p/AF1QipMqA9SWpiqroEoZTbX2i2DKcjyjNrKKRj5ITzkn, ",16.46838,107.59685
Blue Sea Hue Hotel,"CM4-26, Camellia 4 Đ. Lê Đức Anh, KĐT Ecogarden, Tp. Huế, Thừa Thiên Huế 53000, Việt Nam","4,9",33,Thừa Thiên Huế,Khách sạn,480.700 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipNEbQfndWZ3myKxgcUse1bY0oArPeaA6j3aHBcO, https://lh5.googleusercontent.com/p/AF1QipNbweafLTsD-0VaZQGHdA-yeLoAOf2-p-9q4HjW, https://lh5.googleusercontent.com/p/AF1QipNcnMiL5cQGefx-gEGUK-ZUyASRS5L7F8_McHD9, https://lh5.googleusercontent.com/p/AF1QipNDHT31dLm2B5hwY03T_hcYohuCKpvtlhW3EJpM, ",16.48113,107.61331
Khách Sạn Thân Thiện,"10 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,2",231,Thừa Thiên Huế,Khách sạn 2 sao,404.800 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPElkD_FICeiiRecKawfN8IxD7F5VBqbPgdenY4, https://lh5.googleusercontent.com/p/AF1QipOgAVX7PmvBzaM5I0hW3UyX7oCfnrJH4NVClLmG, https://lh5.googleusercontent.com/p/AF1QipNzXYM7xSfBtEWTpzueX5O8U1wB92cHp_lLlHFs, https://lh5.googleusercontent.com/p/AF1QipNRvicUfTgADfYfTdU5i64izcnRM1d33xuFtNr9, ",16.47194,107.59537
Mondial Hotel,"17 Nguyễn Huệ, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,0",869,Thừa Thiên Huế,Khách sạn 4 sao,597.544 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipM9Xce1TJK1tikMH0Y9jDhLefieD-vcOleltTMh, https://lh5.googleusercontent.com/p/AF1QipPAMWdb6k2a9RiyCQb7kkFTxLKN5P027KnWu57d, https://lh5.googleusercontent.com/p/AF1QipO6qzG5AyiT_1JoGKMgYKuTyIOfq3pvFRfd9djw, https://lh5.googleusercontent.com/p/AF1QipNN_V659aWyHy9wY22uZPQqIA3zkB4X5hWOV9Ln, ",16.45782,107.58325
